date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:35	30859/30859	---MCZ	200	added ('OK')	text/html	etag:W/%22641073d0-788b%22	https://ableproadmin.com/bootstrap/stage/elements/bc_alert.html	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/elements/bc_alert.html	(from https://ableproadmin.com/bootstrap/stage/)
21:57:36	1726/1726	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-6be%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/tech-bootstrap.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/tech-bootstrap.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:36	8154/8154	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-1fda%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/tech-gulp.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/tech-gulp.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:36	1211/1211	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-4bb%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/tech-figma.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/tech-figma.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:37	36328/36328	---M--	200	added ('OK')	image/png	etag:%22641073d0-8de8%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/feature-components.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/feature-components.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:39	104545/104545	---M--	200	added ('OK')	image/png	etag:%22641073d0-19861%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/chat.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/chat.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:39	57529/57529	---M--	200	added ('OK')	image/png	etag:%22641073d0-e0b9%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/feature-figma.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/feature-figma.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:40	168917/168917	---M--	200	added ('OK')	image/png	etag:%22641073d0-293d5%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/e-commerce.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/e-commerce.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:41	211807/211807	---M--	200	added ('OK')	image/png	etag:%22641073d0-33b5f%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/social.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/social.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:41	9990/9990	---M--	200	added ('OK')	image/jpeg	etag:%22641073d0-2706%22	https://ableproadmin.com/bootstrap/stage/assets/images/user/avatar-1.jpg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/user/avatar-1.jpg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:41	8344/8344	---M--	200	added ('OK')	image/jpeg	etag:%22641073d0-2098%22	https://ableproadmin.com/bootstrap/stage/assets/images/user/avatar-2.jpg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/user/avatar-2.jpg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:41	9707/9707	---M--	200	added ('OK')	image/jpeg	etag:%22641073d0-25eb%22	https://ableproadmin.com/bootstrap/stage/assets/images/user/avatar-3.jpg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/user/avatar-3.jpg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:42	8366/8366	---M--	200	added ('OK')	image/jpeg	etag:%22641073d0-20ae%22	https://ableproadmin.com/bootstrap/stage/assets/images/user/avatar-4.jpg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/user/avatar-4.jpg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:42	9771/9771	---M--	200	added ('OK')	image/jpeg	etag:%22641073d0-262b%22	https://ableproadmin.com/bootstrap/stage/assets/images/user/avatar-5.jpg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/user/avatar-5.jpg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:42	102703/102703	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-1912f%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-eagames.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-eagames.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:43	8798/8798	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-225e%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-vodafone.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-vodafone.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:43	12243/12243	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-2fd3%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-crystal-1.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-crystal-1.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:44	82592/82592	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-142a0%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-haswent-2.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-haswent-2.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:44	4744/4744	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-1288%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-haxter-3.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-haxter-3.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:44	19828/19828	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-4d74%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-montecito-4.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-montecito-4.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:44	35450/35450	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-8a7a%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-slingshot.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-slingshot.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:45	9658/9658	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-25ba%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/client-totalstudio-5.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/client-totalstudio-5.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:45	88644/88644	---M--	200	added ('OK')	image/png	etag:%22641073d0-15a44%22	https://ableproadmin.com/bootstrap/stage/assets/images/landing/mail.png	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/landing/mail.png	(from https://ableproadmin.com/bootstrap/stage/)
21:57:45	89664/89664	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263090485-15e40%22	https://code.jquery.com/jquery-3.6.1.min.js	C:/My%20Web%20Sites/crypto%20broker/code.jquery.com/jquery-3.6.1.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:46	20095/20095	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d3-4e7f%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/popper.min.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/popper.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:47	65923/65923	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073da-10183%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/simplebar.min.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/simplebar.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:47	60554/60554	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d4-ec8a%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/bootstrap.min.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/bootstrap.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:49	345/345	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d0-159%22	https://ableproadmin.com/bootstrap/stage/assets/js/config.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/config.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:49	22671/22671	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d0-588f%22	https://ableproadmin.com/bootstrap/stage/assets/js/pcoded.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/pcoded.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:49	83981/83981	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641074c4-1480d%22	https://ableproadmin.com/bootstrap/stage/assets/js/fonts/custom-font.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/fonts/custom-font.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:49	75963/75963	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d7-128bb%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/feather.min.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/feather.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:50	8107/8107	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073dd-1fab%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/wow.min.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/wow.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:50	5638/5638	---M-Z	200	added ('OK')	application/javascript	etag:W/%221606-H/ZiGK7LO21Ah1cIOjYq5Am4CNQ%22	https://cdn.jsdelivr.net/jquery.marquee/1.4.0/jquery.marquee.min.js	C:/My%20Web%20Sites/crypto%20broker/cdn.jsdelivr.net/jquery.marquee/1.4.0/jquery.marquee.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:50	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/My%20Web%20Sites/crypto%20broker/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:51	19461/19461	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641073d0-4c05%22	https://ableproadmin.com/bootstrap/stage/assets/js/plugins/Jarallax.js	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/js/plugins/Jarallax.js	(from https://ableproadmin.com/bootstrap/stage/)
21:57:51	2533/2533	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-9e5%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-caption-1.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-caption-1.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:51	2945/2945	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-b81%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-caption-2.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-caption-2.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:52	354/354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-162%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-layout-1.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-layout-1.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:53	371/371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-173%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-layout-2.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-layout-2.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:53	1485/1485	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-5cd%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-container-1.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-container-1.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:53	1465/1465	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-5b9%22	https://ableproadmin.com/bootstrap/stage/assets/images/customizer/img-container-2.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/images/customizer/img-container-2.svg	(from https://ableproadmin.com/bootstrap/stage/)
21:57:54	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/My%20Web%20Sites/crypto%20broker/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
21:57:55	227688/227688	---M--	200	added ('OK')	application/font-woff2	etag:%22641073d0-37968%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/inter/Inter-roman.var.woff2?v=3.18	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/inter/Inter-roman.var32a8.woff2	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/inter/inter.css)
21:57:56	602660/602660	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-93224%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.eot	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler-icons.min.css)
21:57:57	235232/235232	---M--	200	added ('OK')	application/font-woff2	etag:%22641073d0-396e0%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.woff2	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.woff2	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler-icons.min.css)
21:57:57	316848/316848	---M--	200	added ('OK')	application/font-woff	etag:%22641073d0-4d5b0%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.woff	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.woff	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler-icons.min.css)
21:57:59	62084/62084	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-f284%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/feather/feather.eot?t=1525787366991	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/feather/feathere8ab.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/feather.css)
21:58:00	2408776/2408776	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-24c148%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/tabler/tabler-icons.svg	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/tabler-icons.min.css)
21:58:00	29500/29500	---M--	200	added ('OK')	application/font-woff	etag:%22641073d0-733c%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/feather/feather.woff?t=1525787366991	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/feather/feathere8ab.woff	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/feather.css)
21:58:03	61920/61920	---M--	200	added ('OK')	application/octet-stream	etag:%22641073d0-f1e0%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/feather/feather.ttf?t=1525787366991	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/feather/feathere8ab.ttf	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/feather.css)
21:58:04	213926/213926	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-343a6%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/feather/feather.svg?t=1525787366991	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/feather/feathere8ab.svg	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/feather.css)
21:58:04	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-8654%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.eot	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:05	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-8654%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.eot?	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400d41d.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:05	13580/13580	---M--	200	added ('OK')	application/font-woff2	etag:%22641073d0-350c%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:06	16804/16804	---M--	200	added ('OK')	application/font-woff	etag:%22641073d0-41a4%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.woff	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.woff	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:06	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%22641073d0-852c%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:07	144451/144451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22641073d0-23443%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.svg	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-regular-400.svg	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:07	244760/244760	---M--	200	added ('OK')	application/font-woff2	etag:%22641073d0-3bc18%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/inter/Inter-italic.var.woff2?v=3.18	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/inter/Inter-italic.var32a8.woff2	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/inter/inter.css)
21:58:08	192116/192116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-2ee74%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.eot	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:08	192116/192116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22641073d0-2ee74%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.eot?	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900d41d.eot	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:09	98020/98020	---M--	200	added ('OK')	application/font-woff	etag:%22641073d0-17ee4%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.woff	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.woff	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
21:58:10	191832/191832	---M--	200	added ('OK')	application/octet-stream	etag:%22641073d0-2ed58%22	https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/crypto%20broker/ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://ableproadmin.com/bootstrap/stage/assets/fonts/fontawesome.css)
